epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,483.762,0.33151,0.24146,0.86718,0.98752,0.96278,0.97914,0.94945,0.22408,0.17546,0.78923,0.00030205,0.00030205,0.00030205
143,603.538,0.32321,0.23521,0.87811,0.9891,0.95225,0.97972,0.95307,0.2195,0.17793,0.78697,0.0002971,0.0002971,0.0002971
144,725.43,0.3277,0.24132,0.87096,0.98726,0.95926,0.98094,0.95328,0.21453,0.18627,0.7854,0.00029215,0.00029215,0.00029215
145,846.083,0.31353,0.22757,0.86157,0.98708,0.96106,0.97922,0.94883,0.21962,0.17508,0.78727,0.0002872,0.0002872,0.0002872
146,977.562,0.32721,0.23869,0.87213,0.99566,0.95102,0.98041,0.95402,0.21384,0.17395,0.78802,0.00028225,0.00028225,0.00028225
147,1104.21,0.3348,0.23765,0.87481,0.98696,0.96497,0.97963,0.94923,0.22241,0.18067,0.78976,0.0002773,0.0002773,0.0002773
148,1227.25,0.3108,0.22116,0.86039,0.98278,0.96533,0.97862,0.95127,0.21324,0.18272,0.78583,0.00027235,0.00027235,0.00027235
149,1351.38,0.31368,0.22971,0.87546,0.9838,0.96336,0.97991,0.95367,0.2104,0.19506,0.78483,0.0002674,0.0002674,0.0002674
150,1476.37,0.30923,0.22824,0.8642,0.98775,0.9607,0.98025,0.95298,0.21254,0.18438,0.78516,0.00026245,0.00026245,0.00026245
151,1600.24,0.29762,0.21417,0.85991,0.98889,0.96189,0.98051,0.95402,0.20949,0.18654,0.78379,0.0002575,0.0002575,0.0002575
152,1725.19,0.31115,0.22102,0.85948,0.98039,0.96456,0.98049,0.95338,0.21442,0.18783,0.78581,0.00025255,0.00025255,0.00025255
153,1868.37,0.30683,0.22205,0.86471,0.97772,0.96084,0.98001,0.95021,0.22814,0.19551,0.79279,0.0002476,0.0002476,0.0002476
154,2005.41,0.3118,0.2255,0.8668,0.98399,0.96206,0.98115,0.95439,0.22534,0.18849,0.78993,0.00024265,0.00024265,0.00024265
155,2151.94,0.31512,0.2302,0.86013,0.98884,0.95295,0.98202,0.95555,0.21851,0.19037,0.78485,0.0002377,0.0002377,0.0002377
156,2287.14,0.31621,0.23036,0.86055,0.98903,0.96206,0.98296,0.95815,0.22479,0.19427,0.78539,0.00023275,0.00023275,0.00023275
157,2418.56,0.30912,0.2226,0.85853,0.9901,0.96142,0.98234,0.95518,0.2217,0.18194,0.78742,0.0002278,0.0002278,0.0002278
158,2556.09,0.30798,0.2224,0.86148,0.99099,0.96166,0.98156,0.95483,0.22104,0.1833,0.78749,0.00022285,0.00022285,0.00022285
159,2677.18,0.30737,0.22299,0.86761,0.98902,0.96206,0.97986,0.95132,0.21896,0.18962,0.78875,0.0002179,0.0002179,0.0002179
160,2798.14,0.31157,0.22745,0.86856,0.98872,0.96168,0.97861,0.95248,0.21185,0.18798,0.78581,0.00021295,0.00021295,0.00021295
161,2924.73,0.31241,0.22483,0.85916,0.98955,0.96155,0.98179,0.95343,0.22434,0.18745,0.78773,0.000208,0.000208,0.000208
162,3051.47,0.32207,0.23152,0.86378,0.98964,0.96159,0.98044,0.953,0.22252,0.18909,0.78914,0.00020305,0.00020305,0.00020305
163,3175.2,0.29954,0.21381,0.85422,0.9886,0.95778,0.98132,0.95375,0.21686,0.17596,0.78908,0.0001981,0.0001981,0.0001981
164,3294.16,0.29638,0.21754,0.8584,0.98513,0.96206,0.98144,0.95545,0.21544,0.17752,0.78947,0.00019315,0.00019315,0.00019315
165,3411.6,0.29741,0.21406,0.85772,0.98813,0.95784,0.98045,0.95348,0.21229,0.18942,0.78476,0.0001882,0.0001882,0.0001882
166,3530.06,0.31118,0.21849,0.8669,0.98813,0.96206,0.98008,0.95503,0.21005,0.17838,0.78315,0.00018325,0.00018325,0.00018325
